Id,Bound
812,1
813,1
814,0
815,0
816,1
817,1
818,0
819,1
820,1
821,1
822,0
823,0
824,1
825,1
826,1
827,0
828,1
829,0
830,1
831,1
832,0
833,0
834,0
835,0
836,0
837,1
838,1
839,1
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,1
848,0
849,0
850,1
851,1
852,1
853,1
854,1
855,0
856,0
857,1
858,0
859,1
860,0
861,0
862,0
863,1
864,1
865,0
866,0
867,0
868,1
869,1
870,1
871,0
872,0
873,0
874,1
875,0
876,1
877,1
878,1
879,0
880,0
881,1
882,1
883,1
884,0
885,1
886,0
887,1
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,0
896,0
897,0
898,1
899,0
900,1
901,0
902,1
903,0
904,0
905,0
906,1
907,0
908,0
909,0
910,0
911,0
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,0
920,1
921,0
922,1
923,0
924,1
925,0
926,0
927,1
928,0
929,1
930,0
931,0
932,1
933,0
934,1
935,0
936,1
937,0
938,0
939,0
940,1
941,0
942,0
943,1
944,1
945,1
946,1
947,1
948,0
949,1
950,1
951,0
952,0
953,1
954,1
955,0
956,0
957,1
958,0
959,1
960,0
961,0
962,0
963,1
964,1
965,0
966,0
967,1
968,0
969,0
970,1
971,1
972,0
973,0
974,1
975,0
976,0
977,0
978,1
979,0
980,0
981,1
982,1
983,1
984,0
985,0
986,0
987,1
988,1
989,1
990,1
991,1
992,0
993,1
994,0
995,0
996,0
997,0
998,1
999,0
1000,1
1001,1
1002,0
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,1
1017,0
1018,1
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,1
1042,1
1043,0
1044,1
1045,0
1046,0
1047,1
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,1
1055,1
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,1
1081,0
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,0
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,0
1098,1
1099,1
1100,0
1101,1
1102,1
1103,1
1104,0
1105,1
1106,1
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,1
1136,1
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,1
1151,1
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,1
1164,0
1165,0
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,0
1175,0
1176,0
1177,1
1178,1
1179,1
1180,0
1181,0
1182,1
1183,0
1184,1
1185,1
1186,0
1187,1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,0
1195,0
1196,1
1197,0
1198,1
1199,0
1200,0
1201,0
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,1
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,1
1257,1
1258,0
1259,1
1260,1
1261,0
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,1
1269,1
1270,1
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,1
1284,0
1285,0
1286,1
1287,1
1288,0
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,1
1297,1
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,0
1321,1
1322,0
1323,0
1324,0
1325,1
1326,0
1327,1
1328,1
1329,0
1330,1
1331,0
1332,1
1333,1
1334,1
1335,1
1336,1
1337,0
1338,1
1339,1
1340,1
1341,0
1342,0
1343,0
1344,0
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,1
1385,0
1386,1
1387,1
1388,1
1389,1
1390,1
1391,0
1392,1
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,1
1413,0
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,1
1421,1
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,0
1429,0
1430,0
1431,1
1432,1
1433,1
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,0
1441,1
1442,0
1443,1
1444,1
1445,0
1446,0
1447,0
1448,1
1449,1
1450,0
1451,1
1452,1
1453,0
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,0
1462,0
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,1
1470,1
1471,0
1472,1
1473,1
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,1
1486,0
1487,1
1488,0
1489,0
1490,0
1491,0
1492,1
1493,1
1494,0
1495,0
1496,0
1497,1
1498,1
1499,1
1500,0
1501,1
1502,1
1503,1
1504,0
1505,0
1506,0
1507,1
1508,1
1509,1
1510,1
1511,1
1512,0
1513,0
1514,1
1515,0
1516,0
1517,1
1518,0
1519,0
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,0
1527,1
1528,0
1529,0
1530,0
1531,1
1532,1
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,0
1551,0
1552,0
1553,0
1554,1
1555,1
1556,0
1557,1
1558,0
1559,0
1560,1
1561,0
1562,0
1563,0
1564,0
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,0
1573,1
1574,0
1575,0
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,0
1607,1
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,0
1617,0
1618,1
1619,0
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,0
1629,1
1630,0
1631,0
1632,1
1633,0
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,0
1642,1
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,1
1652,0
1653,0
1654,1
1655,0
1656,1
1657,1
1658,1
1659,1
1660,0
1661,1
1662,1
1663,0
1664,0
1665,1
1666,1
1667,1
1668,0
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,0
1709,1
1710,0
1711,1
1712,1
1713,0
1714,0
1715,1
1716,1
1717,1
1718,1
1719,0
1720,1
1721,1
1722,0
1723,0
1724,1
1725,0
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,0
1733,1
1734,0
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,1
1742,0
1743,1
1744,1
1745,0
1746,1
1747,1
1748,0
1749,1
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,1
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,1
1771,0
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,1
1786,1
1787,0
1788,1
1789,0
1790,1
1791,1
1792,0
1793,0
1794,0
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,0
1803,1
1804,0
1805,1
1806,0
1807,1
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,1
1815,1
1816,1
1817,0
1818,1
1819,1
1820,1
1821,0
1822,0
1823,1
1824,0
1825,0
1826,1
1827,1
1828,1
1829,1
1830,1
1831,0
1832,0
1833,0
1834,1
1835,0
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,1
1843,1
1844,0
1845,1
1846,1
1847,1
1848,0
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,0
1857,0
1858,1
1859,1
1860,1
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,1
1868,1
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,0
1878,0
1879,0
1880,0
1881,1
1882,1
1883,1
1884,0
1885,0
1886,1
1887,1
1888,0
1889,0
1890,1
1891,0
1892,0
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,1
1918,0
1919,0
1920,1
1921,0
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,0
1929,0
1930,0
1931,1
1932,1
1933,1
1934,0
1935,1
1936,0
1937,1
1938,1
1939,1
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,0
1948,1
1949,0
1950,0
1951,1
1952,1
1953,0
1954,0
1955,0
1956,0
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,0
1964,0
1965,0
1966,1
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,0
1986,1
1987,0
1988,1
1989,1
1990,1
1991,0
1992,1
1993,0
1994,0
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,0
2004,1
2005,1
2006,0
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,1
2039,1
2040,1
2041,0
2042,1
2043,1
2044,0
2045,1
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,0
2061,0
2062,1
2063,0
2064,1
2065,1
2066,0
2067,0
2068,1
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,1
2076,0
2077,0
2078,1
2079,0
2080,1
2081,0
2082,1
2083,1
2084,0
2085,0
2086,1
2087,1
2088,1
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,1
2099,1
2100,0
2101,0
2102,1
2103,1
2104,0
2105,1
2106,1
2107,0
2108,1
2109,1
2110,1
2111,0
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,1
2119,0
2120,1
2121,1
2122,0
2123,1
2124,0
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,1
2133,0
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,1
2152,0
2153,1
2154,0
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,0
2197,1
2198,0
2199,0
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,0
2212,1
2213,1
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0
2222,1
2223,1
2224,1
2225,0
2226,0
2227,1
2228,1
2229,0
2230,1
2231,0
2232,1
2233,0
2234,0
2235,1
2236,0
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,0
2252,0
2253,1
2254,0
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,0
2262,1
2263,0
2264,1
2265,0
2266,1
2267,1
2268,1
2269,1
2270,1
2271,0
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,1
2287,1
2288,0
2289,0
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,0
2298,0
2299,1
2300,0
2301,1
2302,1
2303,1
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,0
2326,1
2327,1
2328,0
2329,1
2330,1
2331,0
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,1
2343,0
2344,0
2345,1
2346,1
2347,0
2348,1
2349,1
2350,1
2351,0
2352,1
2353,1
2354,1
2355,1
2356,1
2357,0
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,0
2365,0
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,0
2377,1
2378,0
2379,1
2380,1
2381,0
2382,1
2383,0
2384,0
2385,1
2386,0
2387,1
2388,1
2389,1
2390,1
2391,1
2392,0
2393,1
2394,1
2395,1
2396,0
2397,1
2398,0
2399,1
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,0
2414,1
2415,1
2416,1
2417,0
2418,0
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,0
2430,0
2431,1
2432,1
2433,0
2434,1
2435,1
2436,0
2437,0
2438,1
2439,1
2440,1
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,0
2448,1
2449,1
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,0
2460,0
2461,0
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,0
2469,0
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,1
2496,0
2497,1
2498,1
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,0
2512,0
2513,1
2514,1
2515,1
2516,1
2517,0
2518,1
2519,1
2520,1
2521,1
2522,0
2523,1
2524,0
2525,0
2526,1
2527,0
2528,0
2529,1
2530,1
2531,1
2532,1
2533,0
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,0
2548,0
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,0
2557,0
2558,0
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,0
2579,1
2580,1
2581,0
2582,0
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,0
2590,0
2591,1
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,0
2599,1
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,0
2609,1
2610,1
2611,0
2612,1
2613,0
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,1
2629,1
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,1
2637,1
2638,0
2639,1
2640,1
2641,1
2642,0
2643,0
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,0
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,0
2677,1
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,0
2700,1
2701,1
2702,0
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,0
2713,1
2714,1
2715,1
2716,0
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,1
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,0
2744,1
2745,1
2746,0
2747,1
2748,1
2749,0
2750,1
2751,0
2752,0
2753,1
2754,0
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,0
2762,1
2763,1
2764,0
2765,1
2766,1
2767,1
2768,0
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,0
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,1
2783,0
2784,1
2785,1
2786,1
2787,0
2788,1
2789,0
2790,1
2791,0
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,1
2799,1
2800,0
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,0
2820,1
2821,0
2822,0
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,1
2831,1
2832,0
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,0
2840,1
2841,0
2842,0
2843,0
2844,1
2845,1
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,1
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,0
2860,1
2861,1
2862,1
2863,0
2864,1
2865,1
2866,1
2867,0
2868,1
2869,0
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,0
2881,1
2882,0
2883,1
2884,0
2885,1
2886,1
2887,1
2888,1
2889,0
2890,1
2891,0
2892,1
2893,1
2894,1
2895,1
2896,0
2897,1
2898,1
2899,0
2900,1
2901,1
2902,1
2903,1
2904,0
2905,0
2906,1
2907,0
2908,1
2909,1
2910,1
2911,1
2912,1
2913,0
2914,1
2915,1
2916,0
2917,1
2918,0
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,1
2928,1
2929,1
2930,1
2931,0
2932,1
2933,0
2934,1
2935,1
2936,1
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,1
2946,1
2947,1
2948,0
2949,1
2950,1
2951,1
2952,0
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,0
2960,0
2961,1
2962,1
2963,1
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,0
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,0
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,0
